NodeID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
1,-0.46008658,-0.35259318,-0.082985654,-0.07447928,0.0655292,0.3494629,-0.1560306,0.34268045,-0.33976823,-0.24869534,0.16132495,0.26162434,-0.067703724,0.3498728,-0.11742461,0.25639248,-0.0072784424,0.23527724,-0.08115545,-0.1114756,-0.18141091,-0.19726074,0.3826077,-0.12551615,-0.08223444,-0.034096718,-0.16674984,0.046003878,-0.34777123,0.16164863,-0.2625532,-0.20682813
58,-0.73972124,-0.57409376,-0.15759303,-0.11380607,0.118157506,0.55714315,-0.24351528,0.55127084,-0.5537552,-0.3827331,0.2650624,0.41646355,-0.10234392,0.57009065,-0.18514687,0.41750538,0.0061098337,0.38500386,-0.14349385,-0.20236868,-0.27938104,-0.31961894,0.6132131,-0.20679817,-0.15302995,-0.04659307,-0.27497166,0.080720276,-0.55206794,0.2552104,-0.41760936,-0.33662862
65,-0.6421497,-0.48991293,-0.11909048,-0.12362634,0.08087322,0.48089686,-0.19661427,0.49132177,-0.46692473,-0.34830475,0.22091094,0.35199845,-0.1710208,0.4934194,-0.15011635,0.3510598,-0.064116836,0.3426926,-0.11665177,-0.17188437,-0.3061303,-0.25518012,0.5253319,-0.1540474,-0.11840093,-0.12656581,-0.21393508,0.052983105,-0.4774426,0.22779289,-0.36520982,-0.30755034
76,0.16222467,0.052791968,-0.037029013,0.21435708,0.10892576,-0.0888793,-0.1073336,-0.2561296,0.025761455,0.13902564,-0.010090828,0.011297539,0.7626493,-0.13679518,-0.04702413,-0.0015034974,0.5533419,-0.16737904,-0.011927307,0.074690476,0.59432966,-0.11638069,-0.06550081,-0.18328592,-0.003545761,0.7577375,-0.16298616,0.12639111,0.059464492,-0.07519936,0.112198874,0.24084006
77,-0.0112678,-0.07178034,-0.063799605,0.15333706,0.10766989,0.034907088,-0.13719317,-0.10546972,-0.089292124,0.039628744,0.038165092,0.09367427,0.6165006,-0.0046661645,-0.068229765,0.08554757,0.46050304,-0.05840133,-0.04214336,0.014507799,0.4400069,-0.16171843,0.06549552,-0.19770566,-0.036246523,0.62569547,-0.19355464,0.12517738,-0.063702695,-0.010461263,0.017296288,0.13688762
57,-0.7515846,-0.58190596,-0.15792902,-0.12056321,0.11591068,0.56516725,-0.24381956,0.56290287,-0.5603057,-0.3909127,0.26735857,0.42093122,-0.12137818,0.5790331,-0.18534541,0.42234206,-0.00755769,0.3936209,-0.14502151,-0.20682205,-0.29674715,-0.32033312,0.6213545,-0.20506611,-0.15406278,-0.06509864,-0.27448565,0.07894981,-0.55998576,0.26034242,-0.42415267,-0.34560913
54,-0.46492457,-0.37242,-0.10882734,-0.02997762,0.10443652,0.35931125,-0.1886499,0.3190357,-0.36649472,-0.22983892,0.17888746,0.2833224,0.0896076,0.3552407,-0.14032426,0.2776559,0.11966044,0.21978694,-0.094226226,-0.11160147,-0.06438863,-0.23960465,0.40070587,-0.17481568,-0.09976828,0.12709165,-0.21546519,0.077809334,-0.35865432,0.15501243,-0.26189545,-0.177535
60,-0.45720792,-0.39047766,-0.14760609,0.043355674,0.16766706,0.36543733,-0.23488754,0.27365,-0.39775056,-0.19230348,0.20628524,0.30981874,0.3457415,0.35629615,-0.17660105,0.30393195,0.32492477,0.18392318,-0.11089271,-0.10065819,0.12967068,-0.30045527,0.41863692,-0.24827525,-0.1256541,0.38778937,-0.28722245,0.124471754,-0.3660046,0.13626707,-0.25761896,-0.123399794
59,-0.45072937,-0.38691097,-0.14826812,0.0491139,0.17086706,0.36161524,-0.23604164,0.26621765,-0.39509296,-0.18705097,0.20604154,0.3081029,0.36261833,0.35183376,-0.17795765,0.3018005,0.33772105,0.17820282,-0.1105033,-0.09773792,0.14432055,-0.30167562,0.41480803,-0.2510827,-0.12554225,0.40455496,-0.289343,0.12655932,-0.36209086,0.13307872,-0.2540815,-0.11730341
73,-0.20947322,-0.20721777,-0.09812118,0.10470721,0.14298585,0.18309146,-0.17590156,0.06949581,-0.22222166,-0.06241317,0.12229344,0.18420096,0.47618747,0.16262507,-0.1266928,0.17378537,0.39073783,0.042848073,-0.06566985,-0.023219172,0.2894978,-0.2165944,0.22280787,-0.20771882,-0.07209486,0.49792457,-0.22317952,0.11510962,-0.19091657,0.050726827,-0.11644007,0.01212424
61,-0.6553378,-0.5049057,-0.13113274,-0.11000849,0.09679264,0.4933091,-0.21090189,0.49300355,-0.4848448,-0.34696108,0.23205087,0.3657601,-0.11931831,0.5047003,-0.16122663,0.3648368,-0.020164132,0.34284887,-0.123131126,-0.17430867,-0.27035236,-0.2745654,0.5409856,-0.17359099,-0.12820992,-0.072277546,-0.23427069,0.064487755,-0.489567,0.22851187,-0.37229797,-0.30286804
2,-0.60760707,-0.44627345,-0.082675114,-0.1686467,0.026971906,0.44668338,-0.15409118,0.4918748,-0.4167379,-0.35421652,0.18427241,0.3137322,-0.33703697,0.45823234,-0.11264908,0.31364113,-0.2040875,0.34776598,-0.09742612,-0.17022549,-0.42298362,-0.19849724,0.48077303,-0.0951173,-0.092072666,-0.29650897,-0.15177745,0.018453136,-0.44420078,0.22775081,-0.34329545,-0.3245231
66,-0.6327606,-0.47527164,-0.10406004,-0.14601424,0.056964636,0.46983245,-0.17844456,0.49646148,-0.44855368,-0.35492253,0.20617872,0.33771122,-0.25003088,0.4825124,-0.13400346,0.33735263,-0.12976515,0.34893116,-0.109419405,-0.1736496,-0.36382213,-0.23132849,0.5100977,-0.12828496,-0.10743138,-0.20722699,-0.18743467,0.037574947,-0.46706238,0.23037213,-0.35890076,-0.31873727
62,-0.7544191,-0.5844054,-0.15884824,-0.12030767,0.11728051,0.5672961,-0.24487692,0.5647739,-0.5625567,-0.39204085,0.26894823,0.42259902,-0.12005854,0.5816101,-0.18662319,0.42397517,-0.0060130954,0.3947158,-0.1458566,-0.20734659,-0.29639894,-0.3218451,0.62384146,-0.2062445,-0.1547899,-0.063839436,-0.27592832,0.07957876,-0.56207085,0.26119345,-0.4258175,-0.3466764
