id1,id2,displacement
149,150,26.807114431213034
150,151,11.048372230796714
151,152,6.599043028963738
152,153,13.67780497877732
128,95,4.1414012096203
95,130,2.8229356020341516
130,131,6.083189853548546
131,96,7.941613749423187
96,60,7.515906696401961
60,98,6.221496848589947
98,135,14.829831350305861
135,136,8.025715164548595
136,137,7.8944853061863425
137,138,7.916822369882217
138,139,7.995086676307004
139,140,1.9844623597721374
140,141,2.502337634286389
141,142,5.831931021781538
142,143,7.72100253775952
143,144,8.04248153913134
144,145,7.156422617126684
145,146,5.880810024016472
146,147,16.88533589501926
190,192,8.531350604459131
192,193,8.365979563593426
193,194,16.712460818839418
194,204,1.442863759233777
204,217,10.591538867861324
217,218,6.269180523309639
218,220,1.954312063215324
220,221,7.281369330572681
221,222,0.42120292684124927
222,223,7.121164387333282
223,225,2.8813228936511854
225,226,1.9951088619370692
226,227,3.3874605701568337
311,312,1.891099414523895
312,313,0.9571522860568208
313,314,5.976599575782467
314,315,5.842945653803073
315,316,2.405910061873754
316,317,2.549255084006818
317,318,7.33048970394465
318,319,16.133747468080887
319,320,6.929956541697073
320,321,0.5838117039791934
321,322,6.9687851508248775
322,323,0.33861313874460697
323,324,0.3988919091990965
324,325,3.719070704019771
325,327,4.859973990795024
327,328,14.61797132793065
328,329,3.579932374998464
329,330,6.330791595445678
330,331,1.8691891845467097
758,760,0.5165196679760313
148,154,56.713709698866126
154,155,6.064261962233344
155,156,7.635379272610344
156,157,7.880854024090197
157,158,0.1484144856762955
158,159,8.050330374385437
159,160,3.666114524678886
160,163,19.385300438732806
163,164,24.424391463293066
164,165,15.739826391788421
165,166,7.023779431336522
166,167,8.672355086132074
167,168,0.7987046541925581
179,181,7.871049645497311
181,183,7.754398553801183
183,185,27.68152216004613
185,188,28.29139817341603
659,676,29.407502776041984
233,234,14.1985730673622
234,235,5.103704824876424
235,236,10.243872250540885
358,359,0.5750386591666528
359,360,4.390310042698553
361,363,4.138504249980525
363,364,0.1525484899077767
364,365,3.885800746404379
439,446,16.445767293269867
446,451,4.853396641067234
451,459,11.492230748746431
459,0,47.64733975318813
0,514,18.89138828571594
514,528,18.888232842808236
528,543,62.08796308988079
543,551,21.023212829258554
551,560,10.929774678313192
560,562,3.7885441185704813
562,570,15.397680957871271
237,238,1.1359427111421525
238,239,5.281233824053334
239,240,3.4809131433594005
240,241,6.699890078340204
241,242,14.547149472264456
242,243,0.9593323243242022
243,244,0.6338984289244712
588,624,18.570613147911615
624,631,13.03737918873618
380,385,19.409983456848405
385,391,5.520233626686232
391,397,9.53407655284821
397,401,9.588826182422187
401,410,3.603769686419594
417,421,7.708121988506056
421,429,2.1133902005662333
429,435,8.335821510760974
435,448,4.7627565258461
448,456,8.22206337900687
456,467,10.58333848721368
467,474,9.633916390671214
474,486,7.870747321210833
486,520,13.739267699376398
520,529,9.985395558825275
529,550,52.63427749245446
1044,28,7.825039436743436
28,1046,13.739000778530668
1046,29,5.538952459171739
29,1047,14.9027641485944
1047,4,8.360847269860832
583,606,15.618634694147868
606,615,10.79358202412835
615,627,9.682998680405644
627,638,7.741475310919765
638,643,8.030803080037742
915,931,20.95068477743861
684,693,21.627029412117125
693,731,63.17946001784605
731,736,17.237803844889747
736,742,18.51535296171692
742,745,11.368663945198502
745,748,3.8424947360161554
748,755,63.864179914905016
790,796,21.004704950809295
796,803,14.307856831944472
803,819,54.13633629741467
819,838,21.45204964694811
838,851,12.346896110437024
851,859,18.9372694509125
966,972,19.91068787692018
972,978,30.895595622943596
978,988,15.653062030135942
381,383,0.42032984613463653
388,392,15.030273861394308
392,395,5.65864035279408
395,400,6.026181042688283
400,409,9.042249761627101
409,423,9.008347278759421
423,427,6.395846391666564
427,447,48.09004829963866
447,472,8.040224698960369
472,484,9.917798502733165
484,492,7.703678996558498
504,525,17.31025398081108
525,535,8.232298531129333
535,553,25.237874160240043
553,561,10.312306848646415
561,571,13.100810689530157
571,575,9.708085992703063
575,582,7.996808824519622
582,595,8.299683078316118
595,604,34.99967623174124
604,610,24.231936502727866
610,628,13.851264684869525
628,650,15.557359910142315
650,656,7.9847554361541135
656,665,10.354230375886342
665,682,17.34553689933736
711,715,20.973062286269407
715,717,10.376615482677444
717,720,5.73079212266786
720,733,38.69560690863659
733,786,55.02425129999661
786,792,10.68103316919993
792,799,20.418538546565983
799,804,4.561663451959533
804,811,20.20969397018946
766,816,29.952923863526035
816,820,7.102854528364918
820,821,10.304176815415138
821,826,11.48219658560005
826,831,5.337991378546144
831,839,22.148206217904814
839,850,25.150434392708476
850,856,10.081782281745046
856,861,9.771007965816406
861,867,10.349263548560728
867,876,21.05327204605294
876,909,71.76633034758574
909,916,20.97734610631146
916,922,13.288210648309088
922,926,6.306502799068816
980,985,8.347598312386612
985,987,7.521636112156753
987,991,8.296502205053043
991,15,28.796770741095965
15,19,35.05587834184939
19,999,7.241144365141922
999,1004,15.72175766884926
1004,1007,7.247532478045511
1007,1014,15.291228655185428
1014,1020,0.6338990794819798
1020,1029,8.073992725797462
1029,1035,5.375750394429828
1035,1039,10.476223412055427
540,567,18.8804415711601
567,602,52.3333918472262
602,617,30.48045651749705
617,679,59.619052312148604
679,730,76.31217561270054
730,740,25.16572354362113
405,411,21.95517837266599
411,426,68.41402394434921
426,458,73.02008204379031
458,479,17.04544232741771
698,702,48.11123113070792
702,705,20.473566221895087
705,710,18.13261348679828
465,471,10.025642619050764
471,476,5.824466757981232
476,481,3.880829924258814
481,493,5.043503291885162
493,496,3.7290269848819473
496,499,4.972016074657353
499,505,4.066748395607094
505,509,3.7802259085951087
509,513,8.965071341709814
513,517,2.9648429789040063
517,519,1.8071964229217212
519,522,4.171373398295368
522,527,2.5741455798869657
527,548,46.08585036510941
374,375,2.7939677238464355e-09
375,376,2.7939677238464355e-09
376,377,2.1067969623468765
377,378,8.00241261292619
572,574,11.02205556045549
574,577,12.005279650929447
577,581,6.515096745718735
581,592,43.88157133888545
592,597,8.117324327373531
597,603,21.466637134180832
603,614,69.00149979345453
614,625,20.723179939654756
625,635,15.778847312271388
635,640,7.94664437594138
640,644,6.497708473290024
644,655,47.63866323834374
655,662,9.669980653523805
662,666,7.007049013678807
666,674,4.847377548751506
674,677,8.220350691192788
762,765,6.077628913452133
765,773,14.88297762270057
773,775,7.807056750389519
