NodeID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
1,-0.22243483,0.21074355,-0.12703416,-0.043683007,0.0727277,-0.13365245,-0.14420208,-0.1467234,0.3301397,0.14092435,-0.34553003,-0.11294538,-0.15369497,0.009292334,0.20180783,0.014751676,0.01083029,-0.17819093,-0.25704464,0.16005592,0.1742089,0.011900151,0.07314026,-0.19650583,-0.18788613,-0.05689148,-0.031430025,-0.096258074,-0.11477255,0.048898228,-0.3722246,0.3363678
58,-0.28022528,0.28173617,-0.16661842,-0.043641735,0.10900689,-0.1786753,-0.20631462,-0.19225271,0.41718674,0.16471608,-0.4521927,-0.15652318,-0.19904104,0.018630642,0.2692884,0.009959758,-0.0027083624,-0.23141815,-0.33021656,0.19897187,0.23015681,0.000727728,0.08909911,-0.25901756,-0.2425841,-0.07580322,-0.04133765,-0.10898715,-0.15732673,0.047212444,-0.4760362,0.43804538
65,-0.2760671,0.2763498,-0.16235706,-0.043361556,0.10305131,-0.17874655,-0.20075248,-0.18969549,0.41230932,0.16867056,-0.44540888,-0.14902362,-0.19737573,0.016647276,0.25602373,0.012594653,0.0032583158,-0.22758095,-0.3230746,0.1978417,0.22519359,0.0034411745,0.08435635,-0.24866123,-0.23856439,-0.0734778,-0.04120625,-0.11344072,-0.15060079,0.048296936,-0.47101462,0.4278074
76,-0.1269348,0.11776469,-0.031281896,0.0895699,0.040127072,-0.05696115,-0.0077102166,-0.1350926,0.19835258,0.11901025,-0.07745608,0.05972344,-0.15254705,-0.050362036,-0.10840945,-0.063412815,0.028237596,-0.043954547,-0.09772463,0.06875168,-0.014953334,0.0017824732,-0.052913047,0.026491918,-0.035360385,0.053145185,-0.092621356,-0.048792824,0.0006761048,-0.01039968,-0.19593707,0.13236944
77,-0.14906712,0.13914561,-0.056164443,0.04818654,0.051736128,-0.06780331,-0.041580394,-0.13217409,0.22315457,0.113044634,-0.13734095,0.012624554,-0.14229771,-0.03488267,-0.0191818,-0.043900523,0.0149738565,-0.07275795,-0.13652432,0.08561383,0.033610933,0.0042532934,-0.016594108,-0.03829883,-0.07078457,0.026131064,-0.077038616,-0.0518901,-0.032416765,0.0025806036,-0.22823223,0.18054208
57,-0.28444138,0.28695956,-0.16951638,-0.04378957,0.11154703,-0.18201326,-0.2108107,-0.19556637,0.42354548,0.16659847,-0.45995584,-0.15950666,-0.20231579,0.019186072,0.2738189,0.009783468,-0.0035621338,-0.23529404,-0.3354801,0.20183112,0.23422451,2.9988587e-07,0.09014056,-0.263323,-0.24657997,-0.077094585,-0.042127702,-0.11019036,-0.16032268,0.047136303,-0.4835863,0.44532156
54,-0.21740004,0.20978034,-0.11722268,-0.0148513485,0.07722934,-0.12697855,-0.13050279,-0.1561037,0.32418406,0.13952687,-0.31390217,-0.08810136,-0.16418652,-0.001396968,0.15588711,-0.00574674,0.007900065,-0.16176821,-0.24258333,0.14921318,0.14775932,0.00558623,0.05090385,-0.16779865,-0.16862145,-0.03743837,-0.047764707,-0.085851826,-0.102269456,0.034340274,-0.35961872,0.31947964
60,-0.21305825,0.20852318,-0.09903387,0.037641175,0.06883789,-0.14193782,-0.112568475,-0.179727,0.33226126,0.17010438,-0.288725,-0.04275987,-0.2015371,-0.014462506,0.06006372,-0.025448497,0.03382317,-0.15321934,-0.22069812,0.15075825,0.10984441,0.0028985888,0.007813014,-0.099148095,-0.15019493,-0.013049766,-0.067656204,-0.09838359,-0.07128916,0.023403,-0.3722377,0.30000925
59,-0.21302308,0.20910096,-0.09820984,0.04087568,0.06968778,-0.1415121,-0.11144202,-0.1811939,0.33233407,0.17019281,-0.2859029,-0.04008773,-0.20301345,-0.015757624,0.05512746,-0.027885273,0.033238433,-0.1515808,-0.21967548,0.14974958,0.10723334,0.0020647412,0.005266417,-0.0963863,-0.14836712,-0.010827126,-0.06975843,-0.09731648,-0.070153534,0.021602191,-0.3715625,0.2987674
73,-0.17677973,0.1675516,-0.068297125,0.058210652,0.049881324,-0.113076456,-0.06657113,-0.16084199,0.2788698,0.1585468,-0.20488122,0.0035616867,-0.1834323,-0.028715085,-0.017783381,-0.03638848,0.041552857,-0.10996652,-0.16738304,0.12085433,0.057976544,0.006032439,-0.02042079,-0.039028343,-0.104449034,0.013491821,-0.07515468,-0.08625929,-0.03572575,0.013435119,-0.3048169,0.2274732
