NodeID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
1,-8.703358,-14.9151945,-11.803083,1.6507492,-4.8653455,12.769656,-13.911706,8.363331,-0.2419155,-2.633079,4.0869775,11.139923,-17.581238,11.310278,-6.2973423,-8.908835,12.907657,7.9084425,-8.118457,-7.2529864,9.938931,-4.6564207,-2.1007338,2.675873,9.125451,-15.661419,-0.587124,9.857507,12.2262535,-8.813392,-5.7711554,10.484788
9,-9.68629,-16.883896,-11.34533,1.1657481,-2.2709825,11.69013,-14.582479,7.712344,2.0239074,-3.407205,3.0507166,9.58256,-17.814816,12.720126,-5.909843,-9.322844,14.540099,6.0352416,-7.2513266,-6.13186,9.364442,-3.0176923,-5.852197,0.42293146,9.926345,-17.351128,-2.2490213,8.185869,13.878939,-6.544358,-2.2478907,12.324148
13,-9.68629,-16.883896,-11.34533,1.1657481,-2.2709825,11.69013,-14.582479,7.712344,2.0239074,-3.407205,3.0507166,9.58256,-17.814816,12.720126,-5.909843,-9.322844,14.540099,6.0352416,-7.2513266,-6.13186,9.364442,-3.0176923,-5.852197,0.42293146,9.926345,-17.351128,-2.2490213,8.185869,13.878939,-6.544358,-2.2478907,12.324148
21,-9.694389,-16.900473,-11.34356,1.1571248,-2.2467296,11.678554,-14.591271,7.7053647,2.046837,-3.4147043,3.040643,9.565658,-17.816778,12.730586,-5.906839,-9.329365,14.553951,6.0183625,-7.237493,-6.1181574,9.356824,-3.0013149,-5.890403,0.39612475,9.934212,-17.366375,-2.2658186,8.169815,13.896277,-6.5256786,-2.2134626,12.340295
31,-9.58629,-16.673615,-11.427281,1.1537894,-2.5102346,11.765522,-14.562689,7.760101,1.841763,-3.3481462,3.135649,9.685822,-17.787653,12.553753,-5.951788,-9.323846,14.356047,6.21106,-7.246848,-6.184228,9.383235,-3.1511877,-5.555916,0.552361,9.860473,-17.187958,-2.1245513,8.320899,13.769327,-6.7795806,-2.539477,12.149553
38,-9.714509,-16.946611,-11.313704,1.1793299,-2.204748,11.673227,-14.577761,7.700523,2.0683255,-3.4200804,3.029586,9.56161,-17.822218,12.771516,-5.897514,-9.31482,14.597962,5.9862347,-7.2676063,-6.127514,9.365459,-2.9841516,-5.923921,0.401037,9.942974,-17.396084,-2.2769969,8.153169,13.898702,-6.475643,-2.1743457,12.371783
39,-9.688931,-16.891808,-11.333851,1.1807842,-2.2699099,11.695786,-14.570513,7.714988,2.0171463,-3.4040554,3.0530896,9.592519,-17.815659,12.729924,-5.908102,-9.312246,14.549411,6.033441,-7.273283,-6.1452312,9.373232,-3.0217314,-5.8400016,0.4430437,9.92456,-17.352991,-2.2419114,8.190234,13.867554,-6.536545,-2.2553046,12.325903
45,-9.688931,-16.891808,-11.333851,1.1807842,-2.2699099,11.695786,-14.570513,7.714988,2.0171463,-3.4040554,3.0530896,9.592519,-17.815659,12.729924,-5.908102,-9.312246,14.549411,6.033441,-7.273283,-6.1452312,9.373232,-3.0217314,-5.8400016,0.4430437,9.92456,-17.352991,-2.2419114,8.190234,13.867554,-6.536545,-2.2553046,12.325903
47,-9.714509,-16.946611,-11.313704,1.1793299,-2.204748,11.673227,-14.577761,7.700523,2.0683255,-3.4200804,3.029586,9.56161,-17.822218,12.771516,-5.897514,-9.31482,14.597962,5.9862347,-7.2676063,-6.127514,9.365459,-2.9841516,-5.923921,0.401037,9.942974,-17.396084,-2.2769969,8.153169,13.898702,-6.475643,-2.1743457,12.371783
48,-9.688931,-16.891808,-11.333851,1.1807842,-2.2699099,11.695786,-14.570513,7.714988,2.0171463,-3.4040554,3.0530896,9.592519,-17.815659,12.729924,-5.908102,-9.312246,14.549411,6.033441,-7.273283,-6.1452312,9.373232,-3.0217314,-5.8400016,0.4430437,9.92456,-17.352991,-2.2419114,8.190234,13.867554,-6.536545,-2.2553046,12.325903
2,-8.833833,-15.178683,-11.768503,1.5304241,-4.489377,12.595708,-14.041224,8.258676,0.107502334,-2.7490945,3.9323347,10.886038,-17.613451,11.482351,-6.249637,-9.001896,13.127542,7.6451044,-7.9230137,-7.0514684,9.828676,-4.4061184,-2.6831036,2.2795117,9.247511,-15.900623,-0.84378684,9.610296,12.490887,-8.516252,-5.2417493,10.740107
3,-8.909855,-15.32568,-11.752716,1.4615,-4.2766805,12.495666,-14.119215,8.20002,0.30736133,-2.818609,3.842527,10.738721,-17.630997,11.579984,-6.221164,-9.055933,13.245177,7.494248,-7.8096075,-6.9332957,9.764185,-4.263327,-3.015762,2.054878,9.316761,-16.036411,-0.9938062,9.464504,12.648229,-8.344426,-4.9370484,10.887729
4,-8.692587,-14.893097,-11.804447,1.6667941,-4.900743,12.788729,-13.897862,8.375142,-0.27661633,-2.621564,4.1025896,11.167716,-17.579752,11.298107,-6.301352,-8.897036,12.8898735,7.93348,-8.144614,-7.2759075,9.952285,-4.681713,-2.0419378,2.7201803,9.113229,-15.640657,-0.56053686,9.882484,12.199034,-8.83937,-5.8239074,10.461611
