NodeID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
1,0.014537825,-0.05983495,0.076378085,0.023239061,-0.031359438,0.044784516,0.09785196,0.024204716,0.057217028,0.00091630965,-0.054761834,-0.04962523,-0.0120812915,0.00664318,-0.038118944,-0.08208151,0.10766298,-0.05994852,0.015026154,0.0017954893,0.021178223,-0.046243653,0.043903917,-0.06226599,-0.031997595,-0.028405126,-0.07770349,0.018961256,-0.002377089,0.025664538,-0.006279189,-0.037798066
9,0.05822489,-0.10884561,0.06573861,-0.0020976197,0.012142241,0.051277228,0.061167933,0.0026331767,0.039252575,0.041355766,-0.048919365,0.16529393,0.0702844,-0.05690767,-0.02043087,-0.060316313,0.014334158,0.016126456,-0.0032420214,-0.030732408,0.051346637,-0.032700628,0.008698318,-0.011486892,0.0057953037,-0.07654092,-0.06430836,0.00442842,0.12848578,-0.031629562,-0.010346526,-0.036257703
13,0.05822489,-0.10884561,0.06573861,-0.0020976197,0.012142241,0.051277228,0.061167933,0.0026331767,0.039252575,0.041355766,-0.048919365,0.16529393,0.0702844,-0.05690767,-0.02043087,-0.060316313,0.014334158,0.016126456,-0.0032420214,-0.030732408,0.051346637,-0.032700628,0.008698318,-0.011486892,0.0057953037,-0.07654092,-0.06430836,0.00442842,0.12848578,-0.031629562,-0.010346526,-0.036257703
21,0.0604974,-0.11120993,0.065314226,-0.0021430943,0.01358553,0.053710036,0.06018509,0.0007847734,0.03810266,0.04380746,-0.050859783,0.17152295,0.07346851,-0.060277194,-0.020428523,-0.059829514,0.014080317,0.018338203,-0.002286246,-0.029156132,0.055318553,-0.03244716,0.0042874846,-0.011345632,0.0032185903,-0.0798116,-0.06181204,0.0049354285,0.13054928,-0.035428442,-0.009530023,-0.03638651
31,0.054443315,-0.10751924,0.0655382,0.005737789,0.00851557,0.06531037,0.06461255,-0.0067552105,0.03867851,0.046182692,-0.05901244,0.13676816,0.06454702,-0.06724091,-0.027650736,-0.06654376,0.03816348,0.0067844912,0.0101648625,-0.013211323,0.061240446,-0.039020352,-0.009345447,-0.024591222,-0.021204572,-0.08727555,-0.05588096,0.004805438,0.10430072,-0.03461943,0.00023491122,-0.033409636
38,0.06094867,-0.11120136,0.06517614,-0.0032431893,0.013837349,0.052324466,0.06011486,0.0024270713,0.038081076,0.04328359,-0.05007121,0.17397282,0.07373932,-0.0585841,-0.01950086,-0.05881269,0.011962461,0.01923959,-0.0036712233,-0.03027305,0.054547112,-0.031536743,0.0062108724,-0.01039606,0.005395173,-0.07826464,-0.062211704,0.0054433085,0.13252662,-0.0353816,-0.011068752,-0.036878545
39,0.05751925,-0.10744368,0.06595696,-0.0025181323,0.011159338,0.04927118,0.062121585,0.005143892,0.03968041,0.039473936,-0.04814922,0.16232654,0.06840445,-0.052740492,-0.01974522,-0.05979232,0.014506579,0.015032699,-0.004550824,-0.031439528,0.049519055,-0.031996645,0.012260888,-0.011774205,0.0075642765,-0.07322647,-0.06530291,0.0055117235,0.127025,-0.029816853,-0.012070569,-0.03685746
45,0.05751925,-0.10744368,0.06595696,-0.0025181323,0.011159338,0.04927118,0.062121585,0.005143892,0.03968041,0.039473936,-0.04814922,0.16232654,0.06840445,-0.052740492,-0.01974522,-0.05979232,0.014506579,0.015032699,-0.004550824,-0.031439528,0.049519055,-0.031996645,0.012260888,-0.011774205,0.0075642765,-0.07322647,-0.06530291,0.0055117235,0.127025,-0.029816853,-0.012070569,-0.03685746
47,0.06094867,-0.11120136,0.06517614,-0.0032431893,0.013837349,0.052324466,0.06011486,0.0024270713,0.038081076,0.04328359,-0.05007121,0.17397282,0.07373932,-0.0585841,-0.01950086,-0.05881269,0.011962461,0.01923959,-0.0036712233,-0.03027305,0.054547112,-0.031536743,0.0062108724,-0.01039606,0.005395173,-0.07826464,-0.062211704,0.0054433085,0.13252662,-0.0353816,-0.011068752,-0.036878545
48,0.05751925,-0.10744368,0.06595696,-0.0025181323,0.011159338,0.04927118,0.062121585,0.005143892,0.03968041,0.039473936,-0.04814922,0.16232654,0.06840445,-0.052740492,-0.01974522,-0.05979232,0.014506579,0.015032699,-0.004550824,-0.031439528,0.049519055,-0.031996645,0.012260888,-0.011774205,0.0075642765,-0.07322647,-0.06530291,0.0055117235,0.127025,-0.029816853,-0.012070569,-0.03685746
2,0.022228569,-0.069372304,0.07506814,0.02247871,-0.024749478,0.053805083,0.0934045,0.015863694,0.053770427,0.0110558625,-0.060307883,-0.022944514,0.0006229803,-0.010065898,-0.03877508,-0.08096892,0.10343204,-0.050448604,0.0183161,0.005381722,0.033564247,-0.0461879,0.02780755,-0.05997545,-0.039255973,-0.0429391,-0.07045947,0.018004883,0.009691004,0.012488224,-0.0025466133,-0.037294272
3,0.025584301,-0.07248198,0.07430913,0.020098105,-0.021486552,0.053055756,0.09036586,0.015544374,0.052375313,0.013527131,-0.059660032,-0.006115255,0.0067337546,-0.0130784325,-0.036825784,-0.07844061,0.09555417,-0.044467613,0.015908895,0.0022133775,0.03554334,-0.044552438,0.026456418,-0.055611994,-0.035027385,-0.044986356,-0.06924634,0.017379442,0.019848382,0.008103125,-0.0037664662,-0.037077814
4,0.012382148,-0.05592764,0.076237194,0.02137895,-0.03246866,0.037088554,0.09814297,0.029867526,0.058781553,-0.0039254073,-0.049948942,-0.05133785,-0.0152238645,0.015214428,-0.035598524,-0.07994677,0.1023197,-0.060593687,0.009916019,-0.0043085665,0.0139017105,-0.04481285,0.05403017,-0.05864318,-0.021613583,-0.01966228,-0.08217546,0.018794142,-0.0008219015,0.031329185,-0.010815514,-0.0382489
58,0.053104408,-0.10595702,0.06758621,0.0059729256,0.0067906976,0.062516876,0.06679637,-0.0038470775,0.040515568,0.042412892,-0.0574681,0.12969503,0.06054656,-0.06170906,-0.028181545,-0.06772944,0.03916988,0.00368087,0.008426936,-0.015634548,0.056994274,-0.0383292,-0.002396416,-0.025279682,-0.01699882,-0.08291656,-0.06009258,0.005723994,0.10257391,-0.029724525,-0.0018439221,-0.03508793
57,0.053104408,-0.10595702,0.06758621,0.0059729256,0.0067906976,0.062516876,0.06679637,-0.0038470775,0.040515568,0.042412892,-0.0574681,0.12969503,0.06054656,-0.06170906,-0.028181545,-0.06772944,0.03916988,0.00368087,0.008426936,-0.015634548,0.056994274,-0.0383292,-0.002396416,-0.025279682,-0.01699882,-0.08291656,-0.06009258,0.005723994,0.10257391,-0.029724525,-0.0018439221,-0.03508793
18,0.06555675,-0.11625586,0.064627044,-0.0020989385,0.015405238,0.060992695,0.058448672,-0.00386158,0.035457347,0.049774863,-0.056465082,0.18064353,0.079725735,-0.06821075,-0.021144833,-0.05969173,0.01720845,0.021677123,0.0019390602,-0.022402855,0.066013396,-0.032426894,-0.0075421813,-0.014116395,-0.0077497307,-0.08834602,-0.05390458,0.007149065,0.13209613,-0.04568124,-0.0055617187,-0.036051907
19,0.06429793,-0.11533529,0.0651954,-0.0014860369,0.014425166,0.060961004,0.059282653,-0.0034936406,0.035806786,0.04893733,-0.05634044,0.17601836,0.07789734,-0.06690989,-0.021734223,-0.060617235,0.019049738,0.020042554,0.002232466,-0.022115268,0.06471645,-0.03276746,-0.006055425,-0.0155169405,-0.008361807,-0.08774403,-0.05472934,0.0071372,0.12981294,-0.044066414,-0.0052687274,-0.03587152
44,0.065009594,-0.115536585,0.06446925,-0.0025797859,0.015593354,0.05922962,0.058542445,-0.0022888817,0.035607506,0.04883372,-0.055191845,0.18148395,0.079190105,-0.06629555,-0.02040153,-0.058932845,0.015220691,0.022101497,0.0002896171,-0.024141453,0.06395686,-0.031862564,-0.004817381,-0.01288376,-0.0046915356,-0.08641906,-0.055359486,0.0069173537,0.13324693,-0.044056308,-0.007217544,-0.036303975
55,0.066282146,-0.118456654,0.064541765,-0.001876058,0.017285079,0.06275208,0.057426535,-0.0062472075,0.03480124,0.051834576,-0.05642254,0.18703279,0.08232744,-0.07272936,-0.02165158,-0.060203407,0.0147988135,0.023980105,0.0022010226,-0.023411246,0.0665087,-0.032763146,-0.009627693,-0.012766965,-0.0071453936,-0.0921253,-0.054567795,0.005291868,0.13632599,-0.046544835,-0.004805487,-0.035777755
49,0.049317855,-0.10525725,0.0729676,0.019507445,-0.0022984222,0.08472319,0.07661514,-0.015289862,0.04098506,0.045496076,-0.07575598,0.07511978,0.047384106,-0.06860645,-0.0417104,-0.08116718,0.083745115,-0.016347263,0.029055389,0.012124021,0.072909586,-0.045848943,-0.022970185,-0.052075658,-0.05962759,-0.09644629,-0.04990973,0.012376357,0.060815215,-0.03220279,0.013309833,-0.035203457
5,0.062090248,-0.11876934,0.066088416,0.007381633,0.013385959,0.07947501,0.061768018,-0.018806871,0.035072643,0.057548627,-0.067116775,0.15552744,0.07640605,-0.08730019,-0.031303547,-0.06982826,0.041126546,0.013257235,0.017799446,-0.0051973835,0.07636931,-0.040491104,-0.029110856,-0.027803924,-0.036735885,-0.10702361,-0.04776306,0.0044946484,0.11245329,-0.04877602,0.008599775,-0.032896608
10,0.05101996,-0.10818957,0.071766034,0.018249776,-0.00020051748,0.08610947,0.07473475,-0.01820219,0.04023112,0.048455127,-0.07459538,0.08582,0.051969245,-0.074752934,-0.04113982,-0.08107704,0.07884128,-0.012381759,0.029370768,0.01103143,0.0739191,-0.046337612,-0.026313582,-0.049656454,-0.059231546,-0.10101588,-0.049559083,0.010347046,0.068068095,-0.03494649,0.014687484,-0.034647703
11,0.051818956,-0.10952768,0.07205008,0.019152243,3.4756958e-06,0.0888792,0.074817605,-0.020290997,0.03969584,0.050160185,-0.07666373,0.08585404,0.053064413,-0.07752585,-0.04214207,-0.08203967,0.081387974,-0.012362272,0.0312535,0.013437502,0.07684031,-0.04687725,-0.029967748,-0.051316176,-0.06336789,-0.10412946,-0.047824036,0.0107613355,0.067095496,-0.03704901,0.016483234,-0.034481343
12,0.04858859,-0.1054983,0.074011475,0.02166523,-0.00298002,0.08882138,0.07771299,-0.017784197,0.041376803,0.047035627,-0.079274654,0.067741916,0.0458602,-0.07192362,-0.04435101,-0.08315268,0.09070337,-0.018889442,0.03241004,0.016679313,0.07595315,-0.04717783,-0.027560284,-0.055832412,-0.06680435,-0.09984073,-0.047811147,0.012721928,0.054899618,-0.033337362,0.016017025,-0.03456438
14,0.050592944,-0.10784067,0.07321061,0.020459834,-0.0015309379,0.089079715,0.07638164,-0.018870872,0.04017644,0.048479557,-0.07821293,0.07720388,0.049646914,-0.07405839,-0.043183267,-0.082657024,0.0861942,-0.0156113915,0.03181442,0.015097704,0.07677181,-0.046762183,-0.028517669,-0.053934965,-0.06515317,-0.101950675,-0.047780138,0.012220778,0.06107624,-0.035415534,0.016087024,-0.034861803
15,0.051818956,-0.10952768,0.07205008,0.019152243,3.4756958e-06,0.0888792,0.074817605,-0.020290997,0.03969584,0.050160185,-0.07666373,0.08585404,0.053064413,-0.07752585,-0.04214207,-0.08203967,0.081387974,-0.012362272,0.0312535,0.013437502,0.07684031,-0.04687725,-0.029967748,-0.051316176,-0.06336789,-0.10412946,-0.047824036,0.0107613355,0.067095496,-0.03704901,0.016483234,-0.034481343
16,0.05101996,-0.10818957,0.071766034,0.018249776,-0.00020051748,0.08610947,0.07473475,-0.01820219,0.04023112,0.048455127,-0.07459538,0.08582,0.051969245,-0.074752934,-0.04113982,-0.08107704,0.07884128,-0.012381759,0.029370768,0.01103143,0.0739191,-0.046337612,-0.026313582,-0.049656454,-0.059231546,-0.10101588,-0.049559083,0.010347046,0.068068095,-0.03494649,0.014687484,-0.034647703
17,0.04858859,-0.1054983,0.074011475,0.02166523,-0.00298002,0.08882138,0.07771299,-0.017784197,0.041376803,0.047035627,-0.079274654,0.067741916,0.0458602,-0.07192362,-0.04435101,-0.08315268,0.09070337,-0.018889442,0.03241004,0.016679313,0.07595315,-0.04717783,-0.027560284,-0.055832412,-0.06680435,-0.09984073,-0.047811147,0.012721928,0.054899618,-0.033337362,0.016017025,-0.03456438
20,0.051714588,-0.10963816,0.07176911,0.019146666,8.146092e-05,0.08913344,0.0747818,-0.020678569,0.039608773,0.050390594,-0.07644597,0.08609135,0.05322469,-0.07816327,-0.04213714,-0.08215162,0.08119284,-0.012235191,0.031511895,0.0135127865,0.07671218,-0.047118373,-0.030365955,-0.05121344,-0.06357095,-0.10456382,-0.047921192,0.01041352,0.067276515,-0.036971692,0.016708389,-0.0343993
22,0.051229626,-0.109326355,0.07240852,0.01990179,-0.00048859045,0.0897523,0.07560874,-0.020216893,0.039512884,0.049710847,-0.07723233,0.08259183,0.051798176,-0.07663736,-0.04276166,-0.08271988,0.0834122,-0.013639495,0.031901978,0.014200654,0.07667535,-0.046979792,-0.029601818,-0.052661855,-0.064410195,-0.10402481,-0.04822277,0.010995861,0.064739056,-0.036106825,0.01647679,-0.034825798
23,0.06915058,-0.12342064,0.065035895,2.4044886e-05,0.018204384,0.0718845,0.0566668,-0.013777427,0.03302143,0.05810871,-0.06205869,0.18995583,0.08708893,-0.08369013,-0.024627674,-0.06330392,0.021093342,0.025045933,0.008543996,-0.016164726,0.075717494,-0.034783944,-0.022121677,-0.017502155,-0.020460173,-0.103467464,-0.048551325,0.0056423657,0.13569304,-0.054537125,0.0019889164,-0.034506746
25,0.07016012,-0.12457837,0.06481022,-0.00024379231,0.01942129,0.07234353,0.05601284,-0.014260225,0.032630328,0.05910393,-0.06251402,0.19460088,0.08879864,-0.085218236,-0.024415825,-0.06262949,0.019541021,0.026677005,0.008190449,-0.016565364,0.07683958,-0.034402512,-0.023383636,-0.016338974,-0.019788679,-0.10453652,-0.04814976,0.005452443,0.1378827,-0.05578807,0.0015175857,-0.034712385
