NodeID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
0,0.35906503,-0.35479197,-0.1562999,0.093409695,0.32012528,-0.008047415,-0.10031368,-0.025532458,0.3276966,-0.030733788,0.08989857,0.34693938,-0.5032382,-0.20785788,-0.22199547,0.18997447,-0.018007375,-0.100242496,0.01889962,-0.1582748,-0.06328129,0.20571142,-0.28851342,0.16694419,-0.1378353,0.063455045,0.06610674,-0.2358774,0.53720576,-0.1344643,-0.23473668,0.18666793
58,0.398341,-0.38618374,-0.16916515,0.10304888,0.34621575,-0.0077381423,-0.10710705,-0.03277481,0.35680234,-0.03345325,0.09861836,0.37138957,-0.53590745,-0.22615808,-0.23596235,0.20585124,-0.011053987,-0.12063299,0.028396204,-0.18602785,-0.0739307,0.21995789,-0.30613008,0.1665812,-0.16438153,0.072218135,0.072391465,-0.2580073,0.58227223,-0.14740948,-0.25484523,0.21207319
123,0.4735728,-0.4463144,-0.19380842,0.12151262,0.39619175,-0.0071457396,-0.12011961,-0.04664736,0.41255385,-0.03866236,0.11532089,0.41822326,-0.5984851,-0.26121175,-0.26271567,0.23626299,0.0022651106,-0.15969066,0.046586774,-0.23918825,-0.09432945,0.24724662,-0.33987433,0.1658859,-0.2152302,0.08900366,0.084429786,-0.30039665,0.66859573,-0.17220564,-0.2933626,0.26073617
151,0.4015219,-0.38872626,-0.17020719,0.10382959,0.34832883,-0.0077130944,-0.107657276,-0.033361364,0.35915962,-0.033673506,0.09932458,0.3733697,-0.5385535,-0.22764018,-0.23709351,0.20713714,-0.010490842,-0.12228441,0.029165328,-0.18827558,-0.07479323,0.22111169,-0.30755687,0.1665518,-0.16653141,0.07292781,0.072900474,-0.25979957,0.585922,-0.14845787,-0.25647378,0.21413074
181,0.28139415,-0.29271176,-0.13085778,0.07434739,0.26852924,-0.008659022,-0.08687925,-0.011210136,0.27013758,-0.025355807,0.072654545,0.29858726,-0.43863183,-0.17166775,-0.19437483,0.15857682,-0.031758282,-0.059918493,0.000119291246,-0.10339085,-0.042221174,0.17753789,-0.2536751,0.16766204,-0.085338034,0.046125337,0.053678155,-0.19211377,0.44808358,-0.10886422,-0.19497058,0.13642718
230,0.3972483,-0.38531062,-0.16880736,0.10278082,0.34549013,-0.007746746,-0.10691811,-0.03257336,0.35599288,-0.03337761,0.098375835,0.37070942,-0.53499883,-0.22564903,-0.23557383,0.20540974,-0.011247382,-0.12006582,0.028132081,-0.18525586,-0.073634535,0.21956167,-0.30564004,0.16659129,-0.16364315,0.07197438,0.07221667,-0.2573917,0.5810186,-0.1470494,-0.25428593,0.2113665
266,0.2607727,-0.27622968,-0.12410295,0.069286406,0.2548306,-0.008821403,-0.08331245,-0.007407598,0.2548559,-0.023927966,0.06807631,0.28574997,-0.4214791,-0.16205941,-0.18704164,0.15024085,-0.03540912,-0.049212635,-0.004866842,-0.08881936,-0.036629796,0.1700579,-0.24442564,0.16785263,-0.07140016,0.04152435,0.050378412,-0.18049468,0.42442185,-0.10206747,-0.18441275,0.12308836
308,0.41097745,-0.39628378,-0.17330445,0.1061502,0.3546101,-0.0076386384,-0.10929277,-0.03510494,0.36616686,-0.03432822,0.10142386,0.379256,-0.54641855,-0.23204598,-0.24045603,0.21095952,-0.008816808,-0.12719348,0.031451628,-0.19495702,-0.07735707,0.22454157,-0.311798,0.1664644,-0.17292246,0.07503757,0.07441352,-0.26512736,0.59677184,-0.15157445,-0.26131487,0.22024705
437,0.57163036,-0.52468914,-0.22592844,0.14557828,0.46133053,-0.006373597,-0.1370803,-0.06472893,0.48522088,-0.045451924,0.13709112,0.47926655,-0.68004906,-0.30690068,-0.29758596,0.27590182,0.019625269,-0.21059866,0.07029651,-0.30847803,-0.12091732,0.28281522,-0.38385707,0.16497962,-0.2815069,0.11088195,0.10012055,-0.35564724,0.78111076,-0.20452511,-0.34356675,0.32416415
529,0.3915076,-0.3807222,-0.16692688,0.101371884,0.3416765,-0.0077919494,-0.105925135,-0.031514782,0.35173848,-0.032980114,0.09710128,0.36713567,-0.5302236,-0.22297424,-0.23353237,0.20308903,-0.012263745,-0.11708541,0.026743956,-0.18119934,-0.07207795,0.2174792,-0.3030651,0.16664435,-0.15976301,0.07069351,0.07129806,-0.25415713,0.5744314,-0.14515719,-0.25134674,0.20765303
