NodeID,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
1,0.38226914,-0.36329508,-0.38441598,0.45551467,-0.28130874,0.1669679,-0.17923622,0.23289046,0.37976658,0.34615195,-0.30735838,-0.28758174,-0.23135933,-0.40618384,0.101033196,0.30659604,0.38856664,0.3627682,-0.33189005,-0.34369823,-0.14645498,-0.3331501,-0.17329192,-0.17211539,-0.36962143,-0.33022326,-0.32126105,0.16641216,-0.06545415,-0.23242407,-0.32291472,0.41447532
9,-0.05805415,0.10824165,0.086796254,-0.04632616,0.008728862,0.03542416,-0.029157326,-0.030857995,-0.06946759,-0.155832,0.09261483,0.08817688,-0.014740273,0.018718585,-0.002568774,-0.05518262,-0.028866976,-0.027214214,0.002004236,0.018959552,-0.07693843,0.044497475,-0.009794027,-0.14195874,0.020163596,0.058100984,0.11432728,0.013081789,-0.05657837,-0.1765141,-0.018082514,-0.13509348
13,-0.05805415,0.10824165,0.086796254,-0.04632616,0.008728862,0.03542416,-0.029157326,-0.030857995,-0.06946759,-0.155832,0.09261483,0.08817688,-0.014740273,0.018718585,-0.002568774,-0.05518262,-0.028866976,-0.027214214,0.002004236,0.018959552,-0.07693843,0.044497475,-0.009794027,-0.14195874,0.020163596,0.058100984,0.11432728,0.013081789,-0.05657837,-0.1765141,-0.018082514,-0.13509348
21,-0.09256655,0.13910815,0.11981505,-0.08582339,0.032717347,0.019969627,-0.014571175,-0.050922066,-0.10249011,-0.18540537,0.11955872,0.11377144,0.006898463,0.054346606,-0.013927653,-0.08172788,-0.06288862,-0.058322623,0.029997915,0.049498215,-0.062674835,0.07397093,0.0054527894,-0.12334758,0.051678926,0.08804749,0.14182475,-0.0010415837,-0.04975618,-0.15122415,0.010859385,-0.17157653
31,-0.12965354,0.1641179,0.14800718,-0.12376687,0.055002436,0.00018572062,0.0046378225,-0.07471438,-0.12877952,-0.21267271,0.14647841,0.13877803,0.03407179,0.08848466,-0.030605666,-0.11190359,-0.09713173,-0.0867338,0.06196943,0.07967107,-0.04085602,0.10340531,0.02620224,-0.095794,0.088953316,0.11735518,0.17215773,-0.019361109,-0.037373517,-0.113491654,0.043286175,-0.20019317
38,-0.09070945,0.13268888,0.11454195,-0.0833959,0.0318494,0.016582713,-0.01238405,-0.05043386,-0.09768985,-0.17798844,0.11450082,0.109761536,0.010030851,0.05384113,-0.016862955,-0.08045651,-0.061315835,-0.056234643,0.031519234,0.049005732,-0.05601044,0.07247169,0.007659912,-0.1116132,0.054205507,0.085816845,0.1372112,-0.0029585585,-0.04465823,-0.13724388,0.013401598,-0.16362128
39,-0.037299573,0.08569053,0.06416905,-0.022330225,-0.005175039,0.041374143,-0.03592948,-0.018763438,-0.04758753,-0.13247219,0.073679835,0.070580125,-0.024523817,-0.0014671981,0.0018309541,-0.038515553,-0.008831516,-0.008409366,-0.012942269,0.0017898977,-0.07971093,0.026742592,-0.016954944,-0.14276604,0.0030989945,0.039536133,0.094258755,0.019768447,-0.05644775,-0.17876378,-0.032171935,-0.108674854
45,-0.037299573,0.08569053,0.06416905,-0.022330225,-0.005175039,0.041374143,-0.03592948,-0.018763438,-0.04758753,-0.13247219,0.073679835,0.070580125,-0.024523817,-0.0014671981,0.0018309541,-0.038515553,-0.008831516,-0.008409366,-0.012942269,0.0017898977,-0.07971093,0.026742592,-0.016954944,-0.14276604,0.0030989945,0.039536133,0.094258755,0.019768447,-0.05644775,-0.17876378,-0.032171935,-0.108674854
47,-0.09070945,0.13268888,0.11454195,-0.0833959,0.0318494,0.016582713,-0.01238405,-0.05043386,-0.09768985,-0.17798844,0.11450082,0.109761536,0.010030851,0.05384113,-0.016862955,-0.08045651,-0.061315835,-0.056234643,0.031519234,0.049005732,-0.05601044,0.07247169,0.007659912,-0.1116132,0.054205507,0.085816845,0.1372112,-0.0029585585,-0.04465823,-0.13724388,0.013401598,-0.16362128
48,-0.037299573,0.08569053,0.06416905,-0.022330225,-0.005175039,0.041374143,-0.03592948,-0.018763438,-0.04758753,-0.13247219,0.073679835,0.070580125,-0.024523817,-0.0014671981,0.0018309541,-0.038515553,-0.008831516,-0.008409366,-0.012942269,0.0017898977,-0.07971093,0.026742592,-0.016954944,-0.14276604,0.0030989945,0.039536133,0.094258755,0.019768447,-0.05644775,-0.17876378,-0.032171935,-0.108674854
